Date,AAPL,DIA,JNJ,JPM,QQQ,SPY,TSLA,WMT,XLE,XLF,XLK,XLP,XLV,XLY,XOM
2021-05-26,123.87699127197266,316.2427062988281,148.51882934570312,143.35118103027344,324.65869140625,392.4731750488281,206.3766632080078,44.63612365722656,21.78070640563965,34.53826904296875,66.80648803710938,62.68333053588867,114.31217956542969,82.9261474609375,49.704017639160156
2021-05-27,122.34378814697266,317.4681701660156,148.29037475585938,145.58343505859375,323.444091796875,392.6792297363281,210.28334045410156,44.48543167114258,21.797435760498047,34.934417724609375,66.45472717285156,62.2954216003418,114.06204223632812,83.25807189941406,49.383567810058594
2021-05-28,121.68950653076172,318.4261779785156,148.6769256591797,145.4859619140625,324.4643249511719,393.3817138671875,208.4066619873047,44.59217834472656,21.839263916015625,34.9989128112793,66.69083404541016,62.42767333984375,114.50670623779297,83.14261627197266,49.22333908081055
2021-06-01,121.36724853515625,318.6379089355469,145.4090576171875,147.08929443359375,323.38580322265625,393.03509521484375,207.96665954589844,44.476009368896484,22.68004035949707,35.21080017089844,66.3631820678711,62.21607971191406,112.6260757446289,82.9838638305664,50.985836029052734
2021-06-02,122.12894439697266,319.0894470214844,145.9976348876953,147.09814453125,324.0173034667969,393.65325927734375,201.7066650390625,44.37868881225586,23.102519989013672,35.26607131958008,66.8209457397461,62.44530487060547,112.40372467041016,82.59906005859375,51.39061737060547
2021-06-03,120.64456939697266,318.7762451171875,145.85711669921875,147.1956024169922,320.6457824707031,392.1922302246094,190.94667053222656,44.45718002319336,23.16526222229004,35.3489875793457,66.1993408203125,62.833221435546875,112.74649810791016,81.61772918701172,51.59300994873047
2021-06-04,122.93948364257812,320.5081481933594,145.79562377929688,147.4347686767578,326.0870056152344,395.7792053222656,199.68333435058594,44.53566360473633,23.320035934448242,35.44111251831055,67.4714584350586,63.05360794067383,113.10780334472656,82.27194213867188,51.820701599121094
2021-06-07,122.94925689697266,319.30133056640625,144.8029327392578,146.74383544921875,327.0587158203125,395.39520263671875,201.7100067138672,44.23740005493164,23.219642639160156,35.21080017089844,67.4570083618164,62.94783020019531,113.51544952392578,82.27194213867188,51.48337173461914
2021-06-08,123.76959991455078,319.071044921875,143.52920532226562,146.15921020507812,327.2141418457031,395.47943115234375,201.19667053222656,43.90147018432617,23.42042350769043,35.1186637878418,67.46182250976562,62.41884994506836,113.16340637207031,82.93577575683594,52.39414596557617
2021-06-09,124.15042877197266,317.6430358886719,145.46177673339844,144.33441162109375,327.2919006347656,394.889404296875,199.5933380126953,43.66598892211914,23.27402114868164,34.78701400756836,67.51004028320312,62.11911392211914,114.25658416748047,82.47879028320312,52.83265686035156
2021-06-10,123.15433502197266,317.8181457519531,146.77064514160156,142.08445739746094,330.70233154296875,396.7250671386719,203.3733367919922,43.91716003417969,23.24473762512207,34.38165283203125,68.00634765625,62.507022857666016,116.21137237548828,82.86842346191406,52.91698455810547
2021-06-11,124.36528778076172,317.94696044921875,144.90835571289062,141.98696899414062,331.5671081542969,397.380615234375,203.29666137695312,44.190311431884766,23.16526222229004,34.602760314941406,68.41111755371094,62.54228210449219,115.3868408203125,83.32061004638672,52.42788314819336
2021-06-14,127.42192077636719,317.191650390625,145.26852416992188,139.57762145996094,334.7444763183594,398.2702331542969,205.89666748046875,44.13065719604492,23.064870834350586,34.24346160888672,69.1050033569336,62.507022857666016,115.4887466430664,83.34464263916016,52.343544006347656
2021-06-15,126.60164642333984,316.3716735839844,144.4955291748047,137.4604949951172,332.5581970214844,397.53985595703125,199.7866668701172,43.95484161376953,23.50408172607422,34.30795669555664,68.68096160888672,62.35714340209961,115.5257797241211,82.902099609375,54.24940872192383
2021-06-16,127.09967803955078,313.9303283691406,144.44277954101562,138.42601013183594,331.3436584472656,395.3201599121094,201.6233367919922,43.060035705566406,23.37859344482422,34.27111053466797,68.30992126464844,61.528419494628906,115.08110809326172,82.94058227539062,54.055450439453125
2021-06-17,128.70120239257812,311.98651123046875,145.13674926757812,134.43099975585938,335.5509338378906,395.1891174316406,205.53334045410156,43.238990783691406,22.583831787109375,33.25770568847656,69.10018157958984,61.748836517333984,115.96123504638672,83.25326538085938,52.27608108520508
2021-06-18,127.40243530273438,307.1918029785156,142.2906036376953,131.02947998046875,332.9177551269531,389.85784912109375,207.77000427246094,42.43838882446289,21.914554595947266,32.45620346069336,68.46894073486328,60.65561294555664,114.63643646240234,82.81553649902344,50.93524169921875
2021-06-21,129.19927978515625,312.5611572265625,143.92449951171875,133.2528839111328,334.98681640625,395.43902587890625,206.94332885742188,42.8245735168457,22.84844398498535,33.213714599609375,69.20272064208984,61.35128402709961,116.01380920410156,83.4538345336914,52.78205871582031
2021-06-22,130.8398895263672,313.1795654296875,143.73123168945312,133.05801391601562,338.1094665527344,397.5531005859375,207.90333557128906,43.02235794067383,23.000564575195312,33.26921463012695,69.8302993774414,61.440032958984375,116.26495361328125,84.23909759521484,53.79402542114258
2021-06-23,130.5664825439453,312.5611572265625,142.86155700683594,133.8640899658203,338.2747802734375,397.0740051269531,218.85667419433594,42.68642044067383,23.063953399658203,33.333946228027344,69.75306701660156,61.05846405029297,115.78130340576172,84.88948059082031,54.19037628173828
2021-06-24,130.2832794189453,315.51361083984375,143.5116424560547,135.09539794921875,340.3663635253906,399.4229736328125,226.60667419433594,42.98468780517578,23.26255989074707,33.75016403198242,70.19237518310547,61.360172271728516,116.37652587890625,85.17851257324219,54.40962600708008
2021-06-25,129.99032592773438,317.7925109863281,144.2495574951172,136.45953369140625,339.9479675292969,400.84161376953125,223.9566650390625,43.493309020996094,23.385108947753906,34.157135009765625,70.11029815673828,61.83046340942383,116.90665435791016,85.71806335449219,54.527687072753906
2021-06-28,131.62115478515625,316.27020263671875,144.0826416015625,136.70755004882812,344.0823059082031,401.6498107910156,229.57333374023438,43.35830307006836,22.59490394592285,33.90739822387695,70.84408569335938,61.883697509765625,117.0833740234375,85.73733520507812,53.1362419128418
2021-06-29,133.1348419189453,316.3255615234375,144.09140014648438,136.5392303466797,345.3275146484375,401.86590576171875,226.9199981689453,43.10713195800781,22.485029220581055,33.78715896606445,71.36062622070312,61.608619689941406,117.21356201171875,85.94931030273438,52.8073616027832
2021-06-30,133.75006103515625,318.2538146972656,144.71511840820312,137.77938842773438,344.78265380859375,402.2041931152344,226.56666564941406,44.27507019042969,22.763925552368164,33.93515396118164,71.28339385986328,62.087791442871094,117.13916015625,86.01676940917969,53.195274353027344
2021-07-01,134.05276489257812,319.5546569824219,145.78680419921875,139.14352416992188,344.9189758300781,404.4309997558594,225.97332763671875,43.7413330078125,23.16114616394043,34.203372955322266,71.4040756225586,61.90143966674805,118.1808090209961,86.50332641601562,53.34706115722656
2021-07-02,136.67974853515625,321.01226806640625,148.439697265625,139.00990295410156,348.878173828125,407.5223083496094,226.3000030517578,43.989376068115234,23.11043357849121,34.1663818359375,72.34545135498047,62.052284240722656,119.31548309326172,87.2645034790039,53.27117919921875
2021-07-06,138.69149780273438,319.056396484375,147.55247497558594,136.67568969726562,350.38592529296875,406.7800598144531,219.86000061035156,43.93599319458008,22.358257293701172,33.62992858886719,72.62062072753906,61.79497146606445,119.20387268066406,87.36567687988281,51.75324249267578
